old_local:C 	 new_local: de_DE.UTF-8

Run with 1 processes and 2^19 elements per node
step;total_time;work_time_min;work_time_avg;work_time_max;prep_time_min;prep_time_avg;prep_time_max;comm_time_min;comm_time_avg;comm_time_max
1;17,4;17,7;17,7;17,7;8,2e-05;8,2e-05;8,2e-05;6,2e-06;6,2e-06;6,2e-06
2;17,3;17,7;17,7;17,7;1,5e-05;1,5e-05;1,5e-05;2,86e-06;2,86e-06;2,86e-06
3;17,3;17,7;17,7;17,7;1,31e-05;1,31e-05;1,31e-05;2,86e-06;2,86e-06;2,86e-06
4;17,3;17,7;17,7;17,7;1,29e-05;1,29e-05;1,29e-05;3,1e-06;3,1e-06;3,1e-06
5;17,3;17,6;17,6;17,6;1,41e-05;1,41e-05;1,41e-05;1,91e-06;1,91e-06;1,91e-06
6;17,5;17,8;17,8;17,8;6,91e-06;6,91e-06;6,91e-06;1,91e-06;1,91e-06;1,91e-06
7;17,4;17,8;17,8;17,8;1,31e-05;1,31e-05;1,31e-05;3,1e-06;3,1e-06;3,1e-06
8;17,5;17,9;17,9;17,9;8,11e-06;8,11e-06;8,11e-06;2,86e-06;2,86e-06;2,86e-06
9;17,4;17,8;17,8;17,8;6,91e-06;6,91e-06;6,91e-06;3,1e-06;3,1e-06;3,1e-06
10;17,5;17,8;17,8;17,8;8,11e-06;8,11e-06;8,11e-06;1,91e-06;1,91e-06;1,91e-06

real	2m54.181s
user	2m53.664s
sys	0m0.065s
Request ID: 125332.ace-ssiox
    Request Name = gravitation_1_19
    User  Name = sunms434
    User  ID   = 62718
    Group ID   = 8229
    Current State           = Running
    Previous State          = Pre-running
    State Transition Time   = Mon Jun  4 18:11:01 2018
    State Transition Reason = PRERUN_SUCCESS
    Queue = clexpress@ace-ssiox (Execution Queue)
    Job Topology = INTMPI Job
    Request Privilege = Level 0
    Ticket Key        = (none)
    Request Priority  = 0
    Request Loglevel  = 0
    Rerunable    = Yes
    Holdable     = Yes
    Hold Type    = (none)
    Migratable   = Yes
