step;total_time;work_time_min;work_time_avg;work_time_max;prep_time_min;prep_time_avg;prep_time_max;comm_time_min;comm_time_avg;comm_time_max
1;0,452;0,464;0,615;0,854;0,0012;0,00253;0,00308;0,00233;0,00246;0,00262
2;0,45;0,464;0,615;0,854;0,000812;0,186;0,383;0,000659;0,000714;0,000781
3;0,45;0,464;0,615;0,855;0,000825;0,186;0,383;0,00065;0,000698;0,000743
4;0,45;0,464;0,615;0,854;0,00089;0,186;0,384;0,000745;0,000812;0,00089
5;0,45;0,464;0,615;0,855;0,000819;0,186;0,383;0,000642;0,000692;0,000739
6;0,45;0,464;0,615;0,854;0,00116;0,187;0,385;0,000651;0,0008;0,00092
7;0,45;0,464;0,614;0,854;0,000824;0,186;0,383;0,000658;0,000698;0,000751
8;0,451;0,466;0,617;0,86;0,000826;0,186;0,383;0,000645;0,000692;0,000747
9;0,45;0,464;0,615;0,855;0,00092;0,189;0,387;0,000647;0,000694;0,000748
10;0,451;0,465;0,616;0,858;0,000867;0,186;0,384;0,000688;0,00124;0,00201
